month,product_id,actual_units_sold
2024-07-01,P004,7124
2024-07-01,P005,1926
2024-07-01,P006,1413
2024-07-01,P007,1775
2024-07-01,P008,936
2024-07-01,P009,2554
2024-07-01,P010,1337
2024-07-01,P011,10166
2024-07-01,P012,1574
2024-07-01,P013,8353
2024-07-01,P014,1778
2024-07-01,P015,1555
2024-07-01,P016,2822
2024-07-01,P017,3676
2024-07-01,P018,1486
2024-07-01,P019,3036
2024-07-01,P020,7101
2024-07-01,P021,2372
2024-07-01,P022,2630
2024-07-01,P023,983
2024-07-01,P024,2130
2024-07-01,P025,876
2024-07-01,P026,1012
2024-07-01,P027,5387
2024-07-01,P028,3681
2024-07-01,P029,3810
2024-07-01,P030,6742
2024-07-01,P031,1694
2024-07-01,P032,4376
2024-07-01,P033,5584
2024-07-01,P034,4383
2024-07-01,P035,5192
2024-07-01,P036,4083
2024-07-01,P037,1543
2024-07-01,P038,1785
2024-07-01,P039,1230
2024-07-01,P040,6802
2024-08-01,P001,2253
2024-08-01,P002,8285
2024-08-01,P003,939
2024-08-01,P004,7997
2024-08-01,P005,1193
2024-08-01,P006,1044
2024-08-01,P007,1752
2024-08-01,P008,1761
2024-08-01,P009,2740
2024-08-01,P010,2726
2024-08-01,P011,6711
2024-08-01,P012,1218
2024-08-01,P013,7463
2024-08-01,P014,1585
2024-08-01,P015,1989
2024-08-01,P016,2444
2024-08-01,P017,4519
2024-08-01,P018,1413
2024-08-01,P019,1691
2024-08-01,P020,4659
2024-08-01,P021,1774
2024-08-01,P022,2030
2024-08-01,P023,791
2024-08-01,P024,1525
2024-08-01,P025,925
2024-08-01,P026,1077
2024-08-01,P027,4648
2024-08-01,P028,3340
2024-08-01,P029,3801
2024-08-01,P030,4389
2024-08-01,P031,1899
2024-08-01,P032,3854
2024-08-01,P033,4456
2024-08-01,P034,2182
2024-08-01,P035,4880
2024-08-01,P036,2669
2024-08-01,P037,1457
2024-08-01,P038,1782
2024-08-01,P039,1486
2024-08-01,P040,5575
2024-09-01,P001,1978
2024-09-01,P002,5472
2024-09-01,P003,773
2024-09-01,P004,5219
2024-09-01,P005,1611
2024-09-01,P006,1089
2024-09-01,P007,1395
2024-09-01,P008,1076
2024-09-01,P009,1433
2024-09-01,P010,2219
2024-09-01,P011,6365
2024-09-01,P012,829
2024-09-01,P013,5419
2024-09-01,P014,1550
2024-09-01,P015,2587
2024-09-01,P016,1630
2024-09-01,P017,2297
2024-09-01,P018,1705
2024-09-01,P019,3179
2024-09-01,P020,3392
2024-09-01,P021,1688
2024-09-01,P022,2129
2024-09-01,P023,474
2024-09-01,P024,1055
2024-09-01,P025,754
2024-09-01,P026,1791
2024-09-01,P027,4456
2024-09-01,P028,2851
2024-09-01,P029,4846
2024-09-01,P030,8661
2024-09-01,P031,1503
2024-09-01,P032,3068
2024-09-01,P033,5777
2024-09-01,P034,2352
2024-09-01,P035,4854
2024-09-01,P036,2927
2024-09-01,P037,1323
2024-09-01,P038,1941
2024-09-01,P039,1464
2024-09-01,P040,4626
2024-10-01,P001,2062
2024-10-01,P002,7366
2024-10-01,P003,676
2024-10-01,P004,5683
2024-10-01,P005,1477
2024-10-01,P006,861
2024-10-01,P007,1668
2024-10-01,P008,1335
2024-10-01,P009,2926
2024-10-01,P010,1896
2024-10-01,P011,6085
2024-10-01,P012,1467
2024-10-01,P013,6908
2024-10-01,P014,1620
2024-10-01,P015,1769
2024-10-01,P016,2522
2024-10-01,P017,2634
2024-10-01,P018,1287
2024-10-01,P019,2591
2024-10-01,P020,4674
2024-10-01,P021,1658
2024-10-01,P022,1170
2024-10-01,P023,512
2024-10-01,P024,1173
2024-10-01,P025,626
2024-10-01,P026,1332
2024-10-01,P027,3638
2024-10-01,P028,2392
2024-10-01,P029,3387
2024-10-01,P030,5434
2024-10-01,P031,1895
2024-10-01,P032,3327
2024-10-01,P033,4154
2024-10-01,P034,3002
2024-10-01,P035,3596
2024-10-01,P036,3712
2024-10-01,P037,1404
2024-10-01,P038,1633
2024-10-01,P039,1741
2024-10-01,P040,3343
2024-11-01,P001,2094
2024-11-01,P002,7255
2024-11-01,P003,676
2024-11-01,P004,7829
2024-11-01,P005,1155
2024-11-01,P006,1081
2024-11-01,P007,1541
2024-11-01,P008,1210
2024-11-01,P009,2000
2024-11-01,P010,2146
2024-11-01,P011,8029
2024-11-01,P012,1634
2024-11-01,P013,6080
2024-11-01,P014,2052
2024-11-01,P015,1695
2024-11-01,P016,2680
2024-11-01,P017,2741
2024-11-01,P018,1704
2024-11-01,P019,3543
2024-11-01,P020,3896
2024-11-01,P021,1286
2024-11-01,P022,1691
2024-11-01,P023,906
2024-11-01,P024,1638
2024-11-01,P025,814
2024-11-01,P026,1658
2024-11-01,P027,5365
2024-11-01,P028,3421
2024-11-01,P029,4700
2024-11-01,P030,7965
2024-11-01,P031,1721
2024-11-01,P032,3530
2024-11-01,P033,3983
2024-11-01,P034,2981
2024-11-01,P035,5412
2024-11-01,P036,3731
2024-11-01,P037,1491
2024-11-01,P038,2095
2024-11-01,P039,1586
2024-11-01,P040,5783
2024-12-01,P001,2600
2024-12-01,P002,7443
2024-12-01,P003,547
2024-12-01,P004,5849
2024-12-01,P005,1929
2024-12-01,P006,1073
2024-12-01,P007,1233
2024-12-01,P008,1652
2024-12-01,P009,2440
2024-12-01,P010,2205
2024-12-01,P011,6763
2024-12-01,P012,1672
2024-12-01,P013,5772
2024-12-01,P014,2287
2024-12-01,P015,2325
2024-12-01,P016,2617
2024-12-01,P017,3542
2024-12-01,P018,1468
2024-12-01,P019,3252
2024-12-01,P020,3515
2024-12-01,P021,1526
2024-12-01,P022,2270
2024-12-01,P023,887
2024-12-01,P024,1725
2024-12-01,P025,884
2024-12-01,P026,1408
2024-12-01,P027,6025
2024-12-01,P028,2962
2024-12-01,P029,3916
2024-12-01,P030,6093
2024-12-01,P031,2237
2024-12-01,P032,2370
2024-12-01,P033,4967
2024-12-01,P034,2395
2024-12-01,P035,4201
2024-12-01,P036,3524
2024-12-01,P037,866
2024-12-01,P038,2345
2024-12-01,P039,1758
2024-12-01,P040,3563
2025-01-01,P001,2618
2025-01-01,P002,9331
2025-01-01,P003,1010
2025-01-01,P004,7089
2025-01-01,P005,1594
2025-01-01,P006,1458
2025-01-01,P007,2204
2025-01-01,P008,1637
2025-01-01,P009,1953
2025-01-01,P010,2518
2025-01-01,P011,8601
2025-01-01,P012,1096
2025-01-01,P013,7663
2025-01-01,P014,2851
2025-01-01,P015,2561
2025-01-01,P016,3432
2025-01-01,P017,3861
2025-01-01,P018,1619
2025-01-01,P019,3199
2025-01-01,P020,3849
2025-01-01,P021,1849
2025-01-01,P022,2741
2025-01-01,P023,1063
2025-01-01,P024,1459
2025-01-01,P025,1028
2025-01-01,P026,1591
2025-01-01,P027,6017
2025-01-01,P028,3500
2025-01-01,P029,5476
2025-01-01,P030,7150
2025-01-01,P031,2260
2025-01-01,P032,3727
2025-01-01,P033,5497
2025-01-01,P034,3252
2025-01-01,P035,6654
2025-01-01,P036,4486
2025-01-01,P037,1692
2025-01-01,P038,1597
2025-01-01,P039,1739
2025-01-01,P040,8292
2025-02-01,P001,2622
2025-02-01,P002,4816
2025-02-01,P003,1023
2025-02-01,P004,6344
2025-02-01,P005,2133
2025-02-01,P006,1276
2025-02-01,P007,1975
2025-02-01,P008,1772
2025-02-01,P009,2122
2025-02-01,P010,2087
2025-02-01,P011,8174
2025-02-01,P012,1879
2025-02-01,P013,5532
2025-02-01,P014,1649
2025-02-01,P015,2846
2025-02-01,P016,2602
2025-02-01,P017,3694
2025-02-01,P018,1175
2025-02-01,P019,2892
2025-02-01,P020,4943
2025-02-01,P021,2599
2025-02-01,P022,1991
2025-02-01,P023,1187
2025-02-01,P024,1661
2025-02-01,P025,881
2025-02-01,P026,2221
2025-02-01,P027,6319
2025-02-01,P028,3132
2025-02-01,P029,4859
2025-02-01,P030,9617
2025-02-01,P031,2448
2025-02-01,P032,3322
2025-02-01,P033,5215
2025-02-01,P034,4275
2025-02-01,P035,4015
2025-02-01,P036,4407
2025-02-01,P037,1616
2025-02-01,P038,3112
2025-02-01,P039,2675
2025-02-01,P040,6681
2025-03-01,P001,2573
2025-03-01,P002,9300
2025-03-01,P003,837
2025-03-01,P004,8371
2025-03-01,P005,1761
2025-03-01,P006,1151
2025-03-01,P007,1749
2025-03-01,P008,1924
2025-03-01,P009,2588
2025-03-01,P010,3640
2025-03-01,P011,8033
2025-03-01,P012,1827
2025-03-01,P013,11728
2025-03-01,P014,1967
2025-03-01,P015,1595
2025-03-01,P016,3783
2025-03-01,P017,3520
2025-03-01,P018,1850
2025-03-01,P019,3094
2025-03-01,P020,5488
2025-03-01,P021,2098
2025-03-01,P022,2388
2025-03-01,P023,1058
2025-03-01,P024,1646
2025-03-01,P025,925
2025-03-01,P026,1716
2025-03-01,P027,4556
2025-03-01,P028,3381
2025-03-01,P029,5372
2025-03-01,P030,7327
2025-03-01,P031,2056
2025-03-01,P032,4008
2025-03-01,P033,4808
2025-03-01,P034,5029
2025-03-01,P035,6773
2025-03-01,P036,4292
2025-03-01,P037,1847
2025-03-01,P038,2539
2025-03-01,P039,2464
2025-03-01,P040,9882
2025-04-01,P001,2895
2025-04-01,P002,5398
2025-04-01,P003,1009
2025-04-01,P004,9512
2025-04-01,P005,1751
2025-04-01,P006,1608
2025-04-01,P007,1859
2025-04-01,P008,1291
2025-04-01,P009,2782
2025-04-01,P010,1811
2025-04-01,P011,8684
2025-04-01,P012,2145
2025-04-01,P013,4995
2025-04-01,P014,1918
2025-04-01,P015,2079
2025-04-01,P016,3094
2025-04-01,P017,3983
2025-04-01,P018,2369
2025-04-01,P019,4009
2025-04-01,P020,5832
2025-04-01,P021,2516
2025-04-01,P022,2722
2025-04-01,P023,867
2025-04-01,P024,2274
2025-04-01,P025,882
2025-04-01,P026,2145
2025-04-01,P027,8041
2025-04-01,P028,3870
2025-04-01,P029,5189
2025-04-01,P030,8763
2025-04-01,P031,1305
2025-04-01,P032,4294
2025-04-01,P033,5510
2025-04-01,P034,4456
2025-04-01,P035,6119
2025-04-01,P036,4708
2025-04-01,P037,1375
2025-04-01,P038,2640
2025-04-01,P039,2384
2025-04-01,P040,7844
2025-05-01,P001,2718
2025-05-01,P002,9937
2025-05-01,P003,764
2025-05-01,P004,7769
2025-05-01,P005,2210
2025-05-01,P006,986
2025-05-01,P007,2075
2025-05-01,P008,1472
2025-05-01,P009,2490
2025-05-01,P010,2249
2025-05-01,P011,8667
2025-05-01,P012,2265
2025-05-01,P013,5939
2025-05-01,P014,1928
2025-05-01,P015,1905
2025-05-01,P016,4035
2025-05-01,P017,3835
2025-05-01,P018,1853
2025-05-01,P019,3200
2025-05-01,P020,4234
2025-05-01,P021,2345
2025-05-01,P022,3702
2025-05-01,P023,1209
2025-05-01,P024,1698
2025-05-01,P025,1121
2025-05-01,P026,1560
2025-05-01,P027,4121
2025-05-01,P028,4340
2025-05-01,P029,6371
2025-05-01,P030,9650
2025-05-01,P031,2001
2025-05-01,P032,3921
2025-05-01,P033,6377
2025-05-01,P034,4775
2025-05-01,P035,4858
2025-05-01,P036,3326
2025-05-01,P037,1737
2025-05-01,P038,3249
2025-05-01,P039,1817
2025-05-01,P040,8505
2025-06-01,P001,2649
2025-06-01,P002,9011
2025-06-01,P003,1004
2025-06-01,P004,6155
2025-06-01,P005,1211
2025-06-01,P006,1189
2025-06-01,P007,2168
2025-06-01,P008,1411
2025-06-01,P009,2224
2025-06-01,P010,1663
2025-06-01,P011,11539
2025-06-01,P012,1887
2025-06-01,P013,8736
2025-06-01,P014,2609
2025-06-01,P015,2736
2025-06-01,P016,2802
2025-06-01,P017,3893
2025-06-01,P018,1636
2025-06-01,P019,4631
2025-06-01,P020,5524
2025-06-01,P021,2160
2025-06-01,P022,2584
2025-06-01,P023,790
2025-06-01,P024,2324
2025-06-01,P025,888
2025-06-01,P026,1904
2025-06-01,P027,7386
2025-06-01,P028,3735
2025-06-01,P029,5105
2025-06-01,P030,7617
2025-06-01,P031,2024
2025-06-01,P032,3483
2025-06-01,P033,4807
2025-06-01,P034,5465
2025-06-01,P035,4913
2025-06-01,P036,3838
2025-06-01,P037,1470
2025-06-01,P038,3105
2025-06-01,P039,2475
2025-06-01,P040,7987
2025-07-01,P001,2273
2025-07-01,P002,8133
2025-07-01,P003,736
2025-07-01,P004,6310
2025-07-01,P005,1868
2025-07-01,P006,1380
2025-07-01,P007,1548
2025-07-01,P008,1252
2025-07-01,P009,2413
2025-07-01,P010,3276
2025-07-01,P011,4908
2025-07-01,P012,1621
2025-07-01,P013,5110
2025-07-01,P014,1890
2025-07-01,P015,2118
2025-07-01,P016,2523
2025-07-01,P017,3348
2025-07-01,P018,1653
2025-07-01,P019,2774
2025-07-01,P020,3275
2025-07-01,P021,2386
2025-07-01,P022,2533
2025-07-01,P023,996
2025-07-01,P024,1314
2025-07-01,P025,949
2025-07-01,P026,1825
2025-07-01,P027,4500
2025-07-01,P028,3258
2025-07-01,P029,4577
2025-07-01,P030,9685
2025-07-01,P031,2411
2025-07-01,P032,2622
2025-07-01,P033,7371
2025-07-01,P034,3208
2025-07-01,P035,5594
2025-07-01,P036,4890
2025-07-01,P037,1239
2025-07-01,P038,2604
2025-07-01,P039,2015
2025-07-01,P040,7430
2025-08-01,P001,2254
2025-08-01,P002,8373
2025-08-01,P003,769
2025-08-01,P004,5956
2025-08-01,P005,1764
2025-08-01,P006,1225
2025-08-01,P007,1832
2025-08-01,P008,1194
2025-08-01,P009,1779
2025-08-01,P010,1999
2025-08-01,P011,6453
2025-08-01,P012,1618
2025-08-01,P013,7802
2025-08-01,P014,1900
2025-08-01,P015,2721
2025-08-01,P016,3150
2025-08-01,P017,3640
2025-08-01,P018,1302
2025-08-01,P019,3517
2025-08-01,P020,4234
2025-08-01,P021,2027
2025-08-01,P022,1900
2025-08-01,P023,697
2025-08-01,P024,1236
2025-08-01,P025,919
2025-08-01,P026,1294
2025-08-01,P027,8462
2025-08-01,P028,2423
2025-08-01,P029,3349
2025-08-01,P030,7222
2025-08-01,P031,2135
2025-08-01,P032,3343
2025-08-01,P033,5075
2025-08-01,P034,2296
2025-08-01,P035,3744
2025-08-01,P036,3110
2025-08-01,P037,921
2025-08-01,P038,2246
2025-08-01,P039,1134
2025-08-01,P040,4556
2025-09-01,P001,1901
2025-09-01,P002,5304
2025-09-01,P003,761
2025-09-01,P004,6158
2025-09-01,P005,1610
2025-09-01,P006,1182
2025-09-01,P007,1815
2025-09-01,P008,1240
2025-09-01,P009,2176
2025-09-01,P010,2341
2025-09-01,P011,7134
2025-09-01,P012,1267
2025-09-01,P013,5738
2025-09-01,P014,1594
2025-09-01,P015,2160
2025-09-01,P016,2340
2025-09-01,P017,2835
2025-09-01,P018,1268
2025-09-01,P019,2133
2025-09-01,P020,4826
2025-09-01,P021,1896
2025-09-01,P022,1588
2025-09-01,P023,864
2025-09-01,P024,1385
2025-09-01,P025,638
2025-09-01,P026,1679
2025-09-01,P027,4412
2025-09-01,P028,2627
2025-09-01,P029,4106
2025-09-01,P030,7581
2025-09-01,P031,1661
2025-09-01,P032,2518
2025-09-01,P033,4755
2025-09-01,P034,3092
2025-09-01,P035,5617
2025-09-01,P036,3629
2025-09-01,P037,787
2025-09-01,P038,2214
2025-09-01,P039,2419
2025-09-01,P040,7670
2025-10-01,P001,2525
2025-10-01,P002,4952
2025-10-01,P003,802
2025-10-01,P004,4856
2025-10-01,P005,1411
2025-10-01,P006,822
2025-10-01,P007,1392
2025-10-01,P008,1098
2025-10-01,P009,2344
2025-10-01,P010,2409
2025-10-01,P011,7160
2025-10-01,P012,1037
2025-10-01,P013,5637
2025-10-01,P014,1580
2025-10-01,P015,2287
2025-10-01,P016,2821
2025-10-01,P017,3871
2025-10-01,P018,1216
2025-10-01,P019,1453
2025-10-01,P020,2552
2025-10-01,P021,2199
2025-10-01,P022,1726
2025-10-01,P023,658
2025-10-01,P024,1878
2025-10-01,P025,915
2025-10-01,P026,1393
2025-10-01,P027,4550
2025-10-01,P028,2707
2025-10-01,P029,4149
2025-10-01,P030,7966
2025-10-01,P031,1715
2025-10-01,P032,3401
2025-10-01,P033,5174
2025-10-01,P034,2565
2025-10-01,P035,4590
2025-10-01,P036,3361
2025-10-01,P037,704
2025-10-01,P038,1161
2025-10-01,P039,1431
2025-10-01,P040,6309
2025-11-01,P001,2093
2025-11-01,P002,6610
2025-11-01,P003,941
2025-11-01,P004,4340
2025-11-01,P005,1383
2025-11-01,P006,1109
2025-11-01,P007,1407
2025-11-01,P008,1247
2025-11-01,P009,1472
2025-11-01,P010,2728
2025-11-01,P011,6004
2025-11-01,P012,1797
2025-11-01,P013,6120
2025-11-01,P014,2141
2025-11-01,P015,1975
2025-11-01,P016,2372
2025-11-01,P017,2892
2025-11-01,P018,1473
2025-11-01,P019,2786
2025-11-01,P020,3410
2025-11-01,P021,1846
2025-11-01,P022,1689
2025-11-01,P023,1049
2025-11-01,P024,1502
2025-11-01,P025,968
2025-11-01,P026,1371
2025-11-01,P027,5210
2025-11-01,P028,2166
2025-11-01,P029,3756
2025-11-01,P030,6444
2025-11-01,P031,2028
2025-11-01,P032,3233
2025-11-01,P033,5486
2025-11-01,P034,3871
2025-11-01,P035,5416
2025-11-01,P036,3599
2025-11-01,P037,1886
2025-11-01,P038,1870
2025-11-01,P039,1548
2025-11-01,P040,4430
2025-12-01,P001,2908
2025-12-01,P002,7896
2025-12-01,P003,722
2025-12-01,P004,7735
2025-12-01,P005,1662
2025-12-01,P006,1479
2025-12-01,P007,1307
2025-12-01,P008,1273
2025-12-01,P009,2017
2025-12-01,P010,1371
2025-12-01,P011,8967
2025-12-01,P012,1381
2025-12-01,P013,7525
2025-12-01,P014,2695
2025-12-01,P015,1974
2025-12-01,P016,2346
2025-12-01,P017,3568
2025-12-01,P018,1808
2025-12-01,P019,2565
2025-12-01,P020,3761
2025-12-01,P021,2296
2025-12-01,P022,2202
2025-12-01,P023,549
2025-12-01,P024,1304
2025-12-01,P025,1025
2025-12-01,P026,1622
2025-12-01,P027,4468
2025-12-01,P028,2932
2025-12-01,P029,4357
2025-12-01,P030,7550
2025-12-01,P031,1430
2025-12-01,P032,2876
2025-12-01,P033,4823
2025-12-01,P034,3579
2025-12-01,P035,4846
2025-12-01,P036,3014
2025-12-01,P037,1494
2025-12-01,P038,2685
2025-12-01,P039,2078
2025-12-01,P040,6392
