month,product_id,ending_inventory_units
2024-06-01,P035,7871
2024-06-01,P036,18773
2024-06-01,P037,1452
2024-06-01,P038,5450
2024-06-01,P039,4374
2024-06-01,P040,7533
2024-07-01,P001,3216
2024-07-01,P002,26523
2024-07-01,P003,1595
2024-07-01,P004,12443
2024-07-01,P005,4475
2024-07-01,P006,2759
2024-07-01,P007,2250
2024-07-01,P008,2284
2024-07-01,P009,8862
2024-07-01,P010,2436
2024-07-01,P011,17169
2024-07-01,P012,2294
2024-07-01,P013,17198
2024-07-01,P014,3382
2024-07-01,P015,2987
2024-07-01,P016,6762
2024-07-01,P017,2502
2024-07-01,P018,2863
2024-07-01,P019,4328
2024-07-01,P020,10103
2024-07-01,P021,5628
2024-07-01,P022,4158
2024-07-01,P023,453
2024-07-01,P024,3557
2024-07-01,P025,1405
2024-07-01,P026,1875
2024-07-01,P027,7278
2024-07-01,P028,2857
2024-07-01,P029,7396
2024-07-01,P030,12407
2024-07-01,P031,3941
2024-07-01,P032,6268
2024-07-01,P033,6376
2024-07-01,P034,8108
2024-07-01,P035,9174
2024-07-01,P036,5979
2024-07-01,P037,2286
2024-07-01,P038,3129
2024-07-01,P039,2081
2024-07-01,P040,17490
2024-08-01,P001,3268
2024-08-01,P002,18598
2024-08-01,P003,2292
2024-08-01,P004,6074
2024-08-01,P005,3397
2024-08-01,P006,2146
2024-08-01,P007,3969
2024-08-01,P008,2870
2024-08-01,P009,4970
2024-08-01,P010,2391
2024-08-01,P011,9625
2024-08-01,P012,1900
2024-08-01,P013,17784
2024-08-01,P014,2887
2024-08-01,P015,3523
2024-08-01,P016,5306
2024-08-01,P017,6143
2024-08-01,P018,2915
2024-08-01,P019,1296
2024-08-01,P020,7134
2024-08-01,P021,2733
2024-08-01,P022,3589
2024-08-01,P023,780
2024-08-01,P024,1106
2024-08-01,P025,1536
2024-08-01,P026,2262
2024-08-01,P027,5193
2024-08-01,P028,5490
2024-08-01,P029,6072
2024-08-01,P030,8726
2024-08-01,P031,3062
2024-08-01,P032,5769
2024-08-01,P033,6365
2024-08-01,P034,3782
2024-08-01,P035,2683
2024-08-01,P036,5288
2024-08-01,P037,1914
2024-08-01,P038,2231
2024-08-01,P039,1567
2024-08-01,P040,6775
2024-09-01,P001,2625
2024-09-01,P002,9166
2024-09-01,P003,1652
2024-09-01,P004,10309
2024-09-01,P005,4074
2024-09-01,P006,2065
2024-09-01,P007,2127
2024-09-01,P008,1858
2024-09-01,P009,3674
2024-09-01,P010,3290
2024-09-01,P011,11498
2024-09-01,P012,1571
2024-09-01,P013,8910
2024-09-01,P014,2524
2024-09-01,P015,6854
2024-09-01,P016,3723
2024-09-01,P017,2659
2024-09-01,P018,1635
2024-09-01,P019,5955
2024-09-01,P020,3862
2024-09-01,P021,2838
2024-09-01,P022,2635
2024-09-01,P023,997
2024-09-01,P024,1191
2024-09-01,P025,708
2024-09-01,P026,2479
2024-09-01,P027,968
2024-09-01,P028,5691
2024-09-01,P029,8652
2024-09-01,P030,9274
2024-09-01,P031,2120
2024-09-01,P032,6609
2024-09-01,P033,10080
2024-09-01,P034,2972
2024-09-01,P035,7341
2024-09-01,P036,6343
2024-09-01,P037,2248
2024-09-01,P038,1531
2024-09-01,P039,3834
2024-09-01,P040,7456
2024-10-01,P001,2164
2024-10-01,P002,20870
2024-10-01,P003,1675
2024-10-01,P004,13008
2024-10-01,P005,2408
2024-10-01,P006,1356
2024-10-01,P007,2217
2024-10-01,P008,2487
2024-10-01,P009,4363
2024-10-01,P010,3077
2024-10-01,P011,9992
2024-10-01,P012,1979
2024-10-01,P013,16185
2024-10-01,P014,2734
2024-10-01,P015,3688
2024-10-01,P016,4613
2024-10-01,P017,4385
2024-10-01,P018,2391
2024-10-01,P019,1716
2024-10-01,P020,6129
2024-10-01,P021,2277
2024-10-01,P022,3124
2024-10-01,P023,798
2024-10-01,P024,2533
2024-10-01,P025,1257
2024-10-01,P026,2462
2024-10-01,P027,2454
2024-10-01,P028,5219
2024-10-01,P029,4244
2024-10-01,P030,17275
2024-10-01,P031,2595
2024-10-01,P032,5734
2024-10-01,P033,5334
2024-10-01,P034,4450
2024-10-01,P035,5168
2024-10-01,P036,5633
2024-10-01,P037,1432
2024-10-01,P038,3121
2024-10-01,P039,1885
2024-10-01,P040,6820
2024-11-01,P001,3356
2024-11-01,P002,15483
2024-11-01,P003,1360
2024-11-01,P004,11362
2024-11-01,P005,1935
2024-11-01,P006,2702
2024-11-01,P007,2214
2024-11-01,P008,2991
2024-11-01,P009,5095
2024-11-01,P010,3873
2024-11-01,P011,8146
2024-11-01,P012,3513
2024-11-01,P013,10639
2024-11-01,P014,1659
2024-11-01,P015,3827
2024-11-01,P016,5859
2024-11-01,P017,3151
2024-11-01,P018,3197
2024-11-01,P019,5202
2024-11-01,P020,5616
2024-11-01,P021,2008
2024-11-01,P022,3449
2024-11-01,P023,1654
2024-11-01,P024,1809
2024-11-01,P025,2506
2024-11-01,P026,2879
2024-11-01,P027,7790
2024-11-01,P028,6750
2024-11-01,P029,9866
2024-11-01,P030,6592
2024-11-01,P031,3270
2024-11-01,P032,6691
2024-11-01,P033,4606
2024-11-01,P034,4990
2024-11-01,P035,9957
2024-11-01,P036,9520
2024-11-01,P037,3015
2024-11-01,P038,2664
2024-11-01,P039,3522
2024-11-01,P040,10962
2024-12-01,P001,1617
2024-12-01,P002,23830
2024-12-01,P003,1540
2024-12-01,P004,9105
2024-12-01,P005,5349
2024-12-01,P006,2246
2024-12-01,P007,1375
2024-12-01,P008,1229
2024-12-01,P009,6715
2024-12-01,P010,3265
2024-12-01,P011,14013
2024-12-01,P012,3006
2024-12-01,P013,13489
2024-12-01,P014,3704
2024-12-01,P015,6141
2024-12-01,P016,4564
2024-12-01,P017,3409
2024-12-01,P018,3133
2024-12-01,P019,5026
2024-12-01,P020,5905
2024-12-01,P021,1829
2024-12-01,P022,4326
2024-12-01,P023,1285
2024-12-01,P024,2609
2024-12-01,P025,868
2024-12-01,P026,1756
2024-12-01,P027,3848
2024-12-01,P028,4820
2024-12-01,P029,6056
2024-12-01,P030,12407
2024-12-01,P031,3236
2024-12-01,P032,4247
2024-12-01,P033,9637
2024-12-01,P034,3142
2024-12-01,P035,3868
2024-12-01,P036,7178
2024-12-01,P037,2586
2024-12-01,P038,3125
2024-12-01,P039,2140
2024-12-01,P040,6947
2025-01-01,P001,3943
2025-01-01,P002,18179
2025-01-01,P003,1987
2025-01-01,P004,10551
2025-01-01,P005,2973
2025-01-01,P006,4099
2025-01-01,P007,2552
2025-01-01,P008,1472
2025-01-01,P009,4463
2025-01-01,P010,4170
2025-01-01,P011,17768
2025-01-01,P012,1392
2025-01-01,P013,26982
2025-01-01,P014,6937
2025-01-01,P015,5628
2025-01-01,P016,6979
2025-01-01,P017,4874
2025-01-01,P018,3296
2025-01-01,P019,6239
2025-01-01,P020,3171
2025-01-01,P021,2611
2025-01-01,P022,5568
2025-01-01,P023,1788
2025-01-01,P024,1137
2025-01-01,P025,1524
2025-01-01,P026,2260
2025-01-01,P027,6028
2025-01-01,P028,4688
2025-01-01,P029,5397
2025-01-01,P030,7514
2025-01-01,P031,5178
2025-01-01,P032,8832
2025-01-01,P033,9351
2025-01-01,P034,5828
2025-01-01,P035,9540
2025-01-01,P036,10392
2025-01-01,P037,3277
2025-01-01,P038,1756
2025-01-01,P039,1021
2025-01-01,P040,6804
2025-02-01,P001,4026
2025-02-01,P002,9054
2025-02-01,P003,1914
2025-02-01,P004,4927
2025-02-01,P005,3633
2025-02-01,P006,2613
2025-02-01,P007,2357
2025-02-01,P008,2568
2025-02-01,P009,3576
2025-02-01,P010,3114
2025-02-01,P011,7901
2025-02-01,P012,2998
2025-02-01,P013,11114
2025-02-01,P014,2955
2025-02-01,P015,7075
2025-02-01,P016,3995
2025-02-01,P017,5597
2025-02-01,P018,1952
2025-02-01,P019,5619
2025-02-01,P020,6652
2025-02-01,P021,3122
2025-02-01,P022,3324
2025-02-01,P023,2740
2025-02-01,P024,3792
2025-02-01,P025,1493
2025-02-01,P026,3581
2025-02-01,P027,7854
2025-02-01,P028,5813
2025-02-01,P029,7288
2025-02-01,P030,19144
2025-02-01,P031,4823
2025-02-01,P032,6248
2025-02-01,P033,10562
2025-02-01,P034,7111
2025-02-01,P035,6580
2025-02-01,P036,11214
2025-02-01,P037,2834
2025-02-01,P038,3659
2025-02-01,P039,3250
2025-02-01,P040,9949
2025-03-01,P001,3701
2025-03-01,P002,20295
2025-03-01,P003,2572
2025-03-01,P004,15090
2025-03-01,P005,5053
2025-03-01,P006,2386
2025-03-01,P007,2657
2025-03-01,P008,2186
2025-03-01,P009,3829
2025-03-01,P010,4730
2025-03-01,P011,9688
2025-03-01,P012,3175
2025-03-01,P013,27688
2025-03-01,P014,2668
2025-03-01,P015,3006
2025-03-01,P016,7916
2025-03-01,P017,5022
2025-03-01,P018,5619
2025-03-01,P019,3475
2025-03-01,P020,6721
2025-03-01,P021,3313
2025-03-01,P022,2974
2025-03-01,P023,2727
2025-03-01,P024,1792
2025-03-01,P025,1570
2025-03-01,P026,2762
2025-03-01,P027,6464
2025-03-01,P028,8598
2025-03-01,P029,16419
2025-03-01,P030,11727
2025-03-01,P031,3995
2025-03-01,P032,6575
2025-03-01,P033,7421
2025-03-01,P034,4753
2025-03-01,P035,10741
2025-03-01,P036,10795
2025-03-01,P037,4908
2025-03-01,P038,2084
2025-03-01,P039,3641
2025-03-01,P040,9531
2025-04-01,P001,4621
2025-04-01,P002,12067
2025-04-01,P003,2341
2025-04-01,P004,14997
2025-04-01,P005,3220
2025-04-01,P006,4587
2025-04-01,P007,2886
2025-04-01,P008,2588
2025-04-01,P009,5907
2025-04-01,P010,1832
2025-04-01,P011,17056
2025-04-01,P012,2953
2025-04-01,P013,8448
2025-04-01,P014,2047
2025-04-01,P015,6241
2025-04-01,P016,5725
2025-04-01,P017,3217
2025-04-01,P018,4541
2025-04-01,P019,4908
2025-04-01,P020,6028
2025-04-01,P021,3053
2025-04-01,P022,5634
2025-04-01,P023,1232
2025-04-01,P024,4033
2025-04-01,P025,1180
2025-04-01,P026,2970
2025-04-01,P027,13049
2025-04-01,P028,5285
2025-04-01,P029,9367
2025-04-01,P030,15616
2025-04-01,P031,3001
2025-04-01,P032,13214
2025-04-01,P033,7976
2025-04-01,P034,9152
2025-04-01,P035,7564
2025-04-01,P036,12482
2025-04-01,P037,990
2025-04-01,P038,3672
2025-04-01,P039,4054
2025-04-01,P040,9129
2025-05-01,P001,4176
2025-05-01,P002,14199
2025-05-01,P003,1670
2025-05-01,P004,9263
2025-05-01,P005,3623
2025-05-01,P006,2193
2025-05-01,P007,2388
2025-05-01,P008,2539
2025-05-01,P009,4990
2025-05-01,P010,3720
2025-05-01,P011,13453
2025-05-01,P012,2646
2025-05-01,P013,16425
2025-05-01,P014,2845
2025-05-01,P015,3459
2025-05-01,P016,7382
2025-05-01,P017,4105
2025-05-01,P018,4125
2025-05-01,P019,2716
2025-05-01,P020,6011
2025-05-01,P021,3399
2025-05-01,P022,6849
2025-05-01,P023,2681
2025-05-01,P024,2531
2025-05-01,P025,1440
2025-05-01,P026,1290
2025-05-01,P027,5200
2025-05-01,P028,5036
2025-05-01,P029,13096
2025-05-01,P030,14109
2025-05-01,P031,4436
2025-05-01,P032,5567
2025-05-01,P033,13321
2025-05-01,P034,4028
2025-05-01,P035,8789
2025-05-01,P036,6522
2025-05-01,P037,1819
2025-05-01,P038,3030
2025-05-01,P039,2753
2025-05-01,P040,8951
2025-06-01,P001,5692
2025-06-01,P002,32556
2025-06-01,P003,2077
2025-06-01,P004,8754
2025-06-01,P005,1153
2025-06-01,P006,2495
2025-06-01,P007,4982
2025-06-01,P008,2724
2025-06-01,P009,4526
2025-06-01,P010,1227
2025-06-01,P011,25470
2025-06-01,P012,3625
2025-06-01,P013,21435
2025-06-01,P014,4171
2025-06-01,P015,5006
2025-06-01,P016,4278
2025-06-01,P017,4509
2025-06-01,P018,3460
2025-06-01,P019,4587
2025-06-01,P020,8203
2025-06-01,P021,4191
2025-06-01,P022,3479
2025-06-01,P023,766
2025-06-01,P024,3467
2025-06-01,P025,1486
2025-06-01,P026,2886
2025-06-01,P027,11238
2025-06-01,P028,5572
2025-06-01,P029,5950
2025-06-01,P030,12417
2025-06-01,P031,3925
2025-06-01,P032,5586
2025-06-01,P033,9185
2025-06-01,P034,5825
2025-06-01,P035,9415
2025-06-01,P036,8474
2025-06-01,P037,1854
2025-06-01,P038,2128
2025-06-01,P039,4444
2025-06-01,P040,12793
2025-07-01,P001,1903
2025-07-01,P002,12316
2025-07-01,P003,1541
2025-07-01,P004,7539
2025-07-01,P005,4102
2025-07-01,P006,3616
2025-07-01,P007,2633
2025-07-01,P008,2814
2025-07-01,P009,4416
2025-07-01,P010,2188
2025-07-01,P011,7825
2025-07-01,P012,2702
2025-07-01,P013,10455
2025-07-01,P014,3736
2025-07-01,P015,4417
2025-07-01,P016,2149
2025-07-01,P017,1068
2025-07-01,P018,3353
2025-07-01,P019,5647
2025-07-01,P020,5357
2025-07-01,P021,5487
2025-07-01,P022,3741
2025-07-01,P023,1884
2025-07-01,P024,1694
2025-07-01,P025,991
2025-07-01,P026,1828
2025-07-01,P027,3640
2025-07-01,P028,3732
2025-07-01,P029,3710
2025-07-01,P030,14782
2025-07-01,P031,2650
2025-07-01,P032,4173
2025-07-01,P033,9752
2025-07-01,P034,3843
2025-07-01,P035,5035
2025-07-01,P036,10595
2025-07-01,P037,1303
2025-07-01,P038,2795
2025-07-01,P039,4601
2025-07-01,P040,9924
2025-08-01,P001,3741
2025-08-01,P002,15002
2025-08-01,P003,1385
2025-08-01,P004,6378
2025-08-01,P005,2962
2025-08-01,P006,3129
2025-08-01,P007,2466
2025-08-01,P008,2285
2025-08-01,P009,3943
2025-08-01,P010,2052
2025-08-01,P011,15611
2025-08-01,P012,2869
2025-08-01,P013,17230
2025-08-01,P014,2635
2025-08-01,P015,4564
2025-08-01,P016,5015
2025-08-01,P017,5206
2025-08-01,P018,1608
2025-08-01,P019,3619
2025-08-01,P020,5660
2025-08-01,P021,3525
2025-08-01,P022,3477
2025-08-01,P023,1187
2025-08-01,P024,1213
2025-08-01,P025,1534
2025-08-01,P026,2771
2025-08-01,P027,11703
2025-08-01,P028,3040
2025-08-01,P029,3944
2025-08-01,P030,9976
2025-08-01,P031,2933
2025-08-01,P032,5320
2025-08-01,P033,10497
2025-08-01,P034,3571
2025-08-01,P035,5828
2025-08-01,P036,7782
2025-08-01,P037,1282
2025-08-01,P038,4202
2025-08-01,P039,1286
2025-08-01,P040,7215
2025-09-01,P001,6995
2025-09-01,P002,14190
2025-09-01,P003,1792
2025-09-01,P004,14910
2025-09-01,P005,3410
2025-09-01,P006,2179
2025-09-01,P007,2582
2025-09-01,P008,1369
2025-09-01,P009,6968
2025-09-01,P010,1173
2025-09-01,P011,10557
2025-09-01,P012,1733
2025-09-01,P013,11400
2025-09-01,P014,2479
2025-09-01,P015,4202
2025-09-01,P016,3330
2025-09-01,P017,2635
2025-09-01,P018,3173
2025-09-01,P019,2560
2025-09-01,P020,6556
2025-09-01,P021,2656
2025-09-01,P022,4539
2025-09-01,P023,1361
2025-09-01,P024,2394
2025-09-01,P025,890
2025-09-01,P026,2781
2025-09-01,P027,4997
2025-09-01,P028,5572
2025-09-01,P029,4567
2025-09-01,P030,7902
2025-09-01,P031,3226
2025-09-01,P032,5896
2025-09-01,P033,6669
2025-09-01,P034,4065
2025-09-01,P035,5257
2025-09-01,P036,9361
2025-09-01,P037,820
2025-09-01,P038,2689
2025-09-01,P039,3551
2025-09-01,P040,10426
2025-10-01,P001,4054
2025-10-01,P002,14093
2025-10-01,P003,1727
2025-10-01,P004,5442
2025-10-01,P005,2987
2025-10-01,P006,1894
2025-10-01,P007,2540
2025-10-01,P008,2205
2025-10-01,P009,4067
2025-10-01,P010,3150
2025-10-01,P011,11896
2025-10-01,P012,1541
2025-10-01,P013,11845
2025-10-01,P014,3544
2025-10-01,P015,3847
2025-10-01,P016,5486
2025-10-01,P017,6218
2025-10-01,P018,2429
2025-10-01,P019,1302
2025-10-01,P020,3200
2025-10-01,P021,3936
2025-10-01,P022,1439
2025-10-01,P023,707
2025-10-01,P024,675
2025-10-01,P025,1487
2025-10-01,P026,2136
2025-10-01,P027,3540
2025-10-01,P028,3795
2025-10-01,P029,5733
2025-10-01,P030,6867
2025-10-01,P031,3589
2025-10-01,P032,6172
2025-10-01,P033,7423
2025-10-01,P034,3934
2025-10-01,P035,4335
2025-10-01,P036,7272
2025-10-01,P037,1119
2025-10-01,P038,1261
2025-10-01,P039,1869
2025-10-01,P040,13613
2025-11-01,P001,2137
2025-11-01,P002,12270
2025-11-01,P003,2425
2025-11-01,P004,4257
2025-11-01,P005,2891
2025-11-01,P006,2629
2025-11-01,P007,3076
2025-11-01,P008,2011
2025-11-01,P009,1542
2025-11-01,P010,3225
2025-11-01,P011,10260
2025-11-01,P012,2086
2025-11-01,P013,12183
2025-11-01,P014,3101
2025-11-01,P015,4789
2025-11-01,P016,3904
2025-11-01,P017,3866
2025-11-01,P018,3608
2025-11-01,P019,1756
2025-11-01,P020,4466
2025-11-01,P021,2443
2025-11-01,P022,4072
2025-11-01,P023,3606
2025-11-01,P024,2422
2025-11-01,P025,1146
2025-11-01,P026,1435
2025-11-01,P027,7930
2025-11-01,P028,4230
2025-11-01,P029,6132
2025-11-01,P030,8631
2025-11-01,P031,3203
2025-11-01,P032,6149
2025-11-01,P033,10888
2025-11-01,P034,6976
2025-11-01,P035,2790
2025-11-01,P036,7240
2025-11-01,P037,3247
2025-11-01,P038,3703
2025-11-01,P039,2106
2025-11-01,P040,6901
2025-12-01,P001,3230
2025-12-01,P002,22558
2025-12-01,P003,1491
2025-12-01,P004,14270
2025-12-01,P005,2159
2025-12-01,P006,2906
2025-12-01,P007,2097
2025-12-01,P008,1266
2025-12-01,P009,3689
2025-12-01,P010,2610
2025-12-01,P011,16872
2025-12-01,P012,2271
2025-12-01,P013,14741
2025-12-01,P014,3034
2025-12-01,P015,6605
2025-12-01,P016,3456
2025-12-01,P017,4253
2025-12-01,P018,4877
2025-12-01,P019,2213
2025-12-01,P020,2234
2025-12-01,P021,2262
2025-12-01,P022,4001
2025-12-01,P023,1083
2025-12-01,P024,1218
2025-12-01,P025,2059
2025-12-01,P026,1204
2025-12-01,P027,5362
2025-12-01,P028,4952
2025-12-01,P029,6302
2025-12-01,P030,11561
2025-12-01,P031,2350
2025-12-01,P032,4975
2025-12-01,P033,8718
2025-12-01,P034,5529
2025-12-01,P035,2723
2025-12-01,P036,6016
2025-12-01,P037,2582
2025-12-01,P038,3273
2025-12-01,P039,5957
2025-12-01,P040,13061
