month,product_id,forecast_units
2024-07-01,P007,1454
2024-07-01,P008,770
2024-07-01,P009,1741
2024-07-01,P010,1057
2024-07-01,P011,11181
2024-07-01,P012,1449
2024-07-01,P013,9282
2024-07-01,P014,1951
2024-07-01,P015,1537
2024-07-01,P016,2487
2024-07-01,P017,3760
2024-07-01,P018,1282
2024-07-01,P019,3816
2024-07-01,P020,9083
2024-07-01,P021,3120
2024-07-01,P022,2107
2024-07-01,P023,999
2024-07-01,P024,2162
2024-07-01,P025,916
2024-07-01,P026,599
2024-07-01,P027,4254
2024-07-01,P028,4631
2024-07-01,P029,3356
2024-07-01,P030,5679
2024-07-01,P031,1690
2024-07-01,P032,4612
2024-07-01,P033,5230
2024-07-01,P034,4535
2024-07-01,P035,4236
2024-07-01,P036,2701
2024-07-01,P037,1905
2024-07-01,P038,1905
2024-07-01,P039,1199
2024-07-01,P040,6553
2024-08-01,P001,2624
2024-08-01,P002,9015
2024-08-01,P003,1124
2024-08-01,P004,7442
2024-08-01,P005,1205
2024-08-01,P006,1107
2024-08-01,P007,1564
2024-08-01,P008,1735
2024-08-01,P009,2384
2024-08-01,P010,2733
2024-08-01,P011,5287
2024-08-01,P012,1374
2024-08-01,P013,8037
2024-08-01,P014,1536
2024-08-01,P015,2061
2024-08-01,P016,2126
2024-08-01,P017,4257
2024-08-01,P018,1477
2024-08-01,P019,1885
2024-08-01,P020,4313
2024-08-01,P021,1521
2024-08-01,P022,2009
2024-08-01,P023,796
2024-08-01,P024,2001
2024-08-01,P025,940
2024-08-01,P026,1040
2024-08-01,P027,4006
2024-08-01,P028,3815
2024-08-01,P029,3321
2024-08-01,P030,4168
2024-08-01,P031,2278
2024-08-01,P032,4059
2024-08-01,P033,3498
2024-08-01,P034,2073
2024-08-01,P035,4964
2024-08-01,P036,2507
2024-08-01,P037,1442
2024-08-01,P038,1046
2024-08-01,P039,1042
2024-08-01,P040,5168
2024-09-01,P001,2021
2024-09-01,P002,1907
2024-09-01,P003,641
2024-09-01,P004,3793
2024-09-01,P005,1541
2024-09-01,P006,1333
2024-09-01,P007,1333
2024-09-01,P008,1058
2024-09-01,P009,1499
2024-09-01,P010,2135
2024-09-01,P011,5952
2024-09-01,P012,974
2024-09-01,P013,5969
2024-09-01,P014,1587
2024-09-01,P015,2512
2024-09-01,P016,1423
2024-09-01,P017,2531
2024-09-01,P018,1497
2024-09-01,P019,4016
2024-09-01,P020,2868
2024-09-01,P021,2214
2024-09-01,P022,2240
2024-09-01,P023,460
2024-09-01,P024,1175
2024-09-01,P025,619
2024-09-01,P026,1737
2024-09-01,P027,4017
2024-09-01,P028,2748
2024-09-01,P029,5289
2024-09-01,P030,9529
2024-09-01,P031,1496
2024-09-01,P032,2162
2024-09-01,P033,5980
2024-09-01,P034,2484
2024-09-01,P035,4230
2024-09-01,P036,3866
2024-09-01,P037,1477
2024-09-01,P038,1639
2024-09-01,P039,1365
2024-09-01,P040,4566
2024-10-01,P001,1954
2024-10-01,P002,8964
2024-10-01,P003,789
2024-10-01,P004,5824
2024-10-01,P005,1659
2024-10-01,P006,951
2024-10-01,P007,1680
2024-10-01,P008,1397
2024-10-01,P009,2972
2024-10-01,P010,1918
2024-10-01,P011,5233
2024-10-01,P012,1411
2024-10-01,P013,6807
2024-10-01,P014,1480
2024-10-01,P015,1456
2024-10-01,P016,2632
2024-10-01,P017,2751
2024-10-01,P018,885
2024-10-01,P019,2392
2024-10-01,P020,4550
2024-10-01,P021,1710
2024-10-01,P022,1057
2024-10-01,P023,480
2024-10-01,P024,1309
2024-10-01,P025,402
2024-10-01,P026,1216
2024-10-01,P027,3332
2024-10-01,P028,2310
2024-10-01,P029,3369
2024-10-01,P030,6733
2024-10-01,P031,1789
2024-10-01,P032,3893
2024-10-01,P033,3257
2024-10-01,P034,3840
2024-10-01,P035,2236
2024-10-01,P036,5523
2024-10-01,P037,1240
2024-10-01,P038,2059
2024-10-01,P039,1967
2024-10-01,P040,3243
2024-11-01,P001,1977
2024-11-01,P002,5886
2024-11-01,P003,764
2024-11-01,P004,7477
2024-11-01,P005,984
2024-11-01,P006,1162
2024-11-01,P007,1275
2024-11-01,P008,1157
2024-11-01,P009,1911
2024-11-01,P010,1914
2024-11-01,P011,7213
2024-11-01,P012,2053
2024-11-01,P013,6070
2024-11-01,P014,1954
2024-11-01,P015,1639
2024-11-01,P016,2698
2024-11-01,P017,2482
2024-11-01,P018,1744
2024-11-01,P019,3677
2024-11-01,P020,2866
2024-11-01,P021,1791
2024-11-01,P022,1940
2024-11-01,P023,892
2024-11-01,P024,1302
2024-11-01,P025,813
2024-11-01,P026,1089
2024-11-01,P027,5722
2024-11-01,P028,3063
2024-11-01,P029,5578
2024-11-01,P030,7388
2024-11-01,P031,1901
2024-11-01,P032,4461
2024-11-01,P033,3910
2024-11-01,P034,3104
2024-11-01,P035,6460
2024-11-01,P036,3344
2024-11-01,P037,1065
2024-11-01,P038,1390
2024-11-01,P039,1705
2024-11-01,P040,5993
2024-12-01,P001,2901
2024-12-01,P002,6851
2024-12-01,P003,394
2024-12-01,P004,3868
2024-12-01,P005,2932
2024-12-01,P006,1152
2024-12-01,P007,1260
2024-12-01,P008,1703
2024-12-01,P009,1867
2024-12-01,P010,1931
2024-12-01,P011,8088
2024-12-01,P012,1905
2024-12-01,P013,5269
2024-12-01,P014,1958
2024-12-01,P015,2161
2024-12-01,P016,2299
2024-12-01,P017,4306
2024-12-01,P018,1331
2024-12-01,P019,2289
2024-12-01,P020,3488
2024-12-01,P021,1602
2024-12-01,P022,2008
2024-12-01,P023,966
2024-12-01,P024,2157
2024-12-01,P025,867
2024-12-01,P026,1115
2024-12-01,P027,5409
2024-12-01,P028,1932
2024-12-01,P029,3683
2024-12-01,P030,6541
2024-12-01,P031,2282
2024-12-01,P032,3377
2024-12-01,P033,5375
2024-12-01,P034,1444
2024-12-01,P035,2820
2024-12-01,P036,2861
2024-12-01,P037,1094
2024-12-01,P038,2753
2024-12-01,P039,2090
2024-12-01,P040,3584
2025-01-01,P001,2519
2025-01-01,P002,6828
2025-01-01,P003,1060
2025-01-01,P004,7015
2025-01-01,P005,1527
2025-01-01,P006,1733
2025-01-01,P007,2143
2025-01-01,P008,1900
2025-01-01,P009,1456
2025-01-01,P010,3135
2025-01-01,P011,7862
2025-01-01,P012,1256
2025-01-01,P013,8903
2025-01-01,P014,2671
2025-01-01,P015,2759
2025-01-01,P016,3693
2025-01-01,P017,3621
2025-01-01,P018,1309
2025-01-01,P019,3165
2025-01-01,P020,3786
2025-01-01,P021,2409
2025-01-01,P022,2945
2025-01-01,P023,1114
2025-01-01,P024,1653
2025-01-01,P025,555
2025-01-01,P026,1322
2025-01-01,P027,5840
2025-01-01,P028,4266
2025-01-01,P029,5407
2025-01-01,P030,8730
2025-01-01,P031,2735
2025-01-01,P032,3144
2025-01-01,P033,5486
2025-01-01,P034,3480
2025-01-01,P035,6072
2025-01-01,P036,5872
2025-01-01,P037,1258
2025-01-01,P038,1676
2025-01-01,P039,1898
2025-01-01,P040,8127
2025-02-01,P001,2419
2025-02-01,P002,4617
2025-02-01,P003,1161
2025-02-01,P004,5985
2025-02-01,P005,1721
2025-02-01,P006,1454
2025-02-01,P007,2115
2025-02-01,P008,1987
2025-02-01,P009,2198
2025-02-01,P010,2486
2025-02-01,P011,9092
2025-02-01,P012,1796
2025-02-01,P013,6092
2025-02-01,P014,1534
2025-02-01,P015,2664
2025-02-01,P016,1810
2025-02-01,P017,3623
2025-02-01,P018,1229
2025-02-01,P019,2787
2025-02-01,P020,4142
2025-02-01,P021,1687
2025-02-01,P022,2408
2025-02-01,P023,1285
2025-02-01,P024,1417
2025-02-01,P025,921
2025-02-01,P026,3184
2025-02-01,P027,6320
2025-02-01,P028,1321
2025-02-01,P029,6469
2025-02-01,P030,7654
2025-02-01,P031,2679
2025-02-01,P032,2289
2025-02-01,P033,4923
2025-02-01,P034,4462
2025-02-01,P035,2476
2025-02-01,P036,4356
2025-02-01,P037,1909
2025-02-01,P038,2481
2025-02-01,P039,2298
2025-02-01,P040,6641
2025-03-01,P001,2436
2025-03-01,P002,7981
2025-03-01,P003,640
2025-03-01,P004,9196
2025-03-01,P005,1952
2025-03-01,P006,1042
2025-03-01,P007,1438
2025-03-01,P008,1950
2025-03-01,P009,2129
2025-03-01,P010,3564
2025-03-01,P011,9313
2025-03-01,P012,1907
2025-03-01,P013,9901
2025-03-01,P014,2036
2025-03-01,P015,1542
2025-03-01,P016,3427
2025-03-01,P017,3722
2025-03-01,P018,1986
2025-03-01,P019,3054
2025-03-01,P020,5443
2025-03-01,P021,3048
2025-03-01,P022,2680
2025-03-01,P023,1192
2025-03-01,P024,1712
2025-03-01,P025,693
2025-03-01,P026,2068
2025-03-01,P027,4364
2025-03-01,P028,2952
2025-03-01,P029,4971
2025-03-01,P030,6663
2025-03-01,P031,2530
2025-03-01,P032,4505
2025-03-01,P033,4938
2025-03-01,P034,4900
2025-03-01,P035,5894
2025-03-01,P036,2512
2025-03-01,P037,1265
2025-03-01,P038,2080
2025-03-01,P039,2251
2025-03-01,P040,10163
2025-04-01,P001,3143
2025-04-01,P002,5121
2025-04-01,P003,1257
2025-04-01,P004,8564
2025-04-01,P005,1709
2025-04-01,P006,1628
2025-04-01,P007,2233
2025-04-01,P008,1304
2025-04-01,P009,2667
2025-04-01,P010,1421
2025-04-01,P011,7329
2025-04-01,P012,2569
2025-04-01,P013,3560
2025-04-01,P014,2187
2025-04-01,P015,2166
2025-04-01,P016,2495
2025-04-01,P017,3687
2025-04-01,P018,3086
2025-04-01,P019,5231
2025-04-01,P020,5734
2025-04-01,P021,2568
2025-04-01,P022,2573
2025-04-01,P023,924
2025-04-01,P024,2007
2025-04-01,P025,826
2025-04-01,P026,2900
2025-04-01,P027,7530
2025-04-01,P028,3007
2025-04-01,P029,3984
2025-04-01,P030,9200
2025-04-01,P031,1350
2025-04-01,P032,4378
2025-04-01,P033,4764
2025-04-01,P034,5035
2025-04-01,P035,4902
2025-04-01,P036,4781
2025-04-01,P037,1228
2025-04-01,P038,3575
2025-04-01,P039,2455
2025-04-01,P040,9108
2025-05-01,P001,2869
2025-05-01,P002,12419
2025-05-01,P003,723
2025-05-01,P004,8329
2025-05-01,P005,2699
2025-05-01,P006,1098
2025-05-01,P007,2274
2025-05-01,P008,1408
2025-05-01,P009,2297
2025-05-01,P010,2430
2025-05-01,P011,9907
2025-05-01,P012,2204
2025-05-01,P013,5440
2025-05-01,P014,1720
2025-05-01,P015,2054
2025-05-01,P016,3131
2025-05-01,P017,4187
2025-05-01,P018,1938
2025-05-01,P019,2729
2025-05-01,P020,5220
2025-05-01,P021,1554
2025-05-01,P022,4317
2025-05-01,P023,1308
2025-05-01,P024,1034
2025-05-01,P025,1428
2025-05-01,P026,1828
2025-05-01,P027,3737
2025-05-01,P028,3446
2025-05-01,P029,4710
2025-05-01,P030,12970
2025-05-01,P031,2035
2025-05-01,P032,2580
2025-05-01,P033,6599
2025-05-01,P034,3035
2025-05-01,P035,3961
2025-05-01,P036,4001
2025-05-01,P037,1821
2025-05-01,P038,2913
2025-05-01,P039,1841
2025-05-01,P040,8248
2025-06-01,P001,2596
2025-06-01,P002,7442
2025-06-01,P003,881
2025-06-01,P004,5703
2025-06-01,P005,1052
2025-06-01,P006,1341
2025-06-01,P007,2473
2025-06-01,P008,1244
2025-06-01,P009,1767
2025-06-01,P010,1569
2025-06-01,P011,14433
2025-06-01,P012,1727
2025-06-01,P013,8779
2025-06-01,P014,2613
2025-06-01,P015,2666
2025-06-01,P016,2394
2025-06-01,P017,4382
2025-06-01,P018,1683
2025-06-01,P019,5438
2025-06-01,P020,6012
2025-06-01,P021,2572
2025-06-01,P022,2994
2025-06-01,P023,924
2025-06-01,P024,3413
2025-06-01,P025,1064
2025-06-01,P026,1560
2025-06-01,P027,7537
2025-06-01,P028,4244
2025-06-01,P029,6272
2025-06-01,P030,6925
2025-06-01,P031,2382
2025-06-01,P032,2777
2025-06-01,P033,5081
2025-06-01,P034,5125
2025-06-01,P035,5315
2025-06-01,P036,2792
2025-06-01,P037,1635
2025-06-01,P038,3184
2025-06-01,P039,2544
2025-06-01,P040,9277
2025-07-01,P001,2140
2025-07-01,P002,8457
2025-07-01,P003,738
2025-07-01,P004,6623
2025-07-01,P005,2621
2025-07-01,P006,1414
2025-07-01,P007,1377
2025-07-01,P008,1537
2025-07-01,P009,2182
2025-07-01,P010,2588
2025-07-01,P011,4246
2025-07-01,P012,1436
2025-07-01,P013,3857
2025-07-01,P014,1799
2025-07-01,P015,2073
2025-07-01,P016,2845
2025-07-01,P017,3592
2025-07-01,P018,1741
2025-07-01,P019,2143
2025-07-01,P020,3708
2025-07-01,P021,3107
2025-07-01,P022,2647
2025-07-01,P023,1087
2025-07-01,P024,1008
2025-07-01,P025,1106
2025-07-01,P026,2456
2025-07-01,P027,4382
2025-07-01,P028,2833
2025-07-01,P029,4287
2025-07-01,P030,9486
2025-07-01,P031,2598
2025-07-01,P032,2925
2025-07-01,P033,7636
2025-07-01,P034,3839
2025-07-01,P035,5941
2025-07-01,P036,4086
2025-07-01,P037,1067
2025-07-01,P038,2235
2025-07-01,P039,1997
2025-07-01,P040,8537
2025-08-01,P001,2759
2025-08-01,P002,9509
2025-08-01,P003,774
2025-08-01,P004,4838
2025-08-01,P005,1835
2025-08-01,P006,1145
2025-08-01,P007,2386
2025-08-01,P008,954
2025-08-01,P009,1761
2025-08-01,P010,1734
2025-08-01,P011,6211
2025-08-01,P012,1845
2025-08-01,P013,9249
2025-08-01,P014,1872
2025-08-01,P015,2914
2025-08-01,P016,2585
2025-08-01,P017,3765
2025-08-01,P018,1475
2025-08-01,P019,3712
2025-08-01,P020,3905
2025-08-01,P021,1881
2025-08-01,P022,2098
2025-08-01,P023,669
2025-08-01,P024,1026
2025-08-01,P025,987
2025-08-01,P026,1124
2025-08-01,P027,6901
2025-08-01,P028,3070
2025-08-01,P029,2696
2025-08-01,P030,7279
2025-08-01,P031,2241
2025-08-01,P032,2972
2025-08-01,P033,4724
2025-08-01,P034,2606
2025-08-01,P035,3799
2025-08-01,P036,3734
2025-08-01,P037,774
2025-08-01,P038,3244
2025-08-01,P039,910
2025-08-01,P040,4001
2025-09-01,P001,2280
2025-09-01,P002,5651
2025-09-01,P003,797
2025-09-01,P004,6682
2025-09-01,P005,1777
2025-09-01,P006,1241
2025-09-01,P007,1479
2025-09-01,P008,1361
2025-09-01,P009,2228
2025-09-01,P010,2602
2025-09-01,P011,8552
2025-09-01,P012,1389
2025-09-01,P013,4832
2025-09-01,P014,1893
2025-09-01,P015,1887
2025-09-01,P016,2310
2025-09-01,P017,2789
2025-09-01,P018,1091
2025-09-01,P019,2464
2025-09-01,P020,5005
2025-09-01,P021,2096
2025-09-01,P022,1475
2025-09-01,P023,898
2025-09-01,P024,1196
2025-09-01,P025,582
2025-09-01,P026,1574
2025-09-01,P027,4894
2025-09-01,P028,2464
2025-09-01,P029,2715
2025-09-01,P030,9195
2025-09-01,P031,1935
2025-09-01,P032,2339
2025-09-01,P033,4618
2025-09-01,P034,2419
2025-09-01,P035,7570
2025-09-01,P036,3689
2025-09-01,P037,489
2025-09-01,P038,2329
2025-09-01,P039,2765
2025-09-01,P040,7806
2025-10-01,P001,2219
2025-10-01,P002,3870
2025-10-01,P003,654
2025-10-01,P004,6075
2025-10-01,P005,1393
2025-10-01,P006,691
2025-10-01,P007,1487
2025-10-01,P008,1114
2025-10-01,P009,2078
2025-10-01,P010,2052
2025-10-01,P011,5886
2025-10-01,P012,1241
2025-10-01,P013,6016
2025-10-01,P014,1651
2025-10-01,P015,2318
2025-10-01,P016,2780
2025-10-01,P017,3725
2025-10-01,P018,1098
2025-10-01,P019,1813
2025-10-01,P020,3090
2025-10-01,P021,1575
2025-10-01,P022,1704
2025-10-01,P023,742
2025-10-01,P024,2596
2025-10-01,P025,1200
2025-10-01,P026,1103
2025-10-01,P027,4816
2025-10-01,P028,2715
2025-10-01,P029,4588
2025-10-01,P030,9040
2025-10-01,P031,1681
2025-10-01,P032,3714
2025-10-01,P033,5699
2025-10-01,P034,2511
2025-10-01,P035,4358
2025-10-01,P036,2338
2025-10-01,P037,768
2025-10-01,P038,1191
2025-10-01,P039,1303
2025-10-01,P040,6177
2025-11-01,P001,2106
2025-11-01,P002,5719
2025-11-01,P003,927
2025-11-01,P004,3269
2025-11-01,P005,1722
2025-11-01,P006,1131
2025-11-01,P007,1111
2025-11-01,P008,865
2025-11-01,P009,1574
2025-11-01,P010,2780
2025-11-01,P011,5955
2025-11-01,P012,2097
2025-11-01,P013,7105
2025-11-01,P014,2169
2025-11-01,P015,1893
2025-11-01,P016,2043
2025-11-01,P017,3042
2025-11-01,P018,1779
2025-11-01,P019,2661
2025-11-01,P020,4160
2025-11-01,P021,1983
2025-11-01,P022,1763
2025-11-01,P023,1325
2025-11-01,P024,2009
2025-11-01,P025,1250
2025-11-01,P026,1085
2025-11-01,P027,5941
2025-11-01,P028,2110
2025-11-01,P029,3484
2025-11-01,P030,4872
2025-11-01,P031,2336
2025-11-01,P032,2267
2025-11-01,P033,5747
2025-11-01,P034,2852
2025-11-01,P035,7161
2025-11-01,P036,4014
2025-11-01,P037,2642
2025-11-01,P038,1418
2025-11-01,P039,1828
2025-11-01,P040,3813
2025-12-01,P001,2945
2025-12-01,P002,6720
2025-12-01,P003,651
2025-12-01,P004,7278
2025-12-01,P005,1387
2025-12-01,P006,1309
2025-12-01,P007,1193
2025-12-01,P008,1287
2025-12-01,P009,2190
2025-12-01,P010,1359
2025-12-01,P011,10035
2025-12-01,P012,1181
2025-12-01,P013,7250
2025-12-01,P014,2885
2025-12-01,P015,2022
2025-12-01,P016,1847
2025-12-01,P017,3937
2025-12-01,P018,1521
2025-12-01,P019,2050
2025-12-01,P020,4036
2025-12-01,P021,2277
2025-12-01,P022,2108
2025-12-01,P023,552
2025-12-01,P024,1050
2025-12-01,P025,894
2025-12-01,P026,1945
2025-12-01,P027,4319
2025-12-01,P028,3480
2025-12-01,P029,4495
2025-12-01,P030,7209
2025-12-01,P031,1343
2025-12-01,P032,2124
2025-12-01,P033,4583
2025-12-01,P034,2951
2025-12-01,P035,5685
2025-12-01,P036,3611
2025-12-01,P037,2073
2025-12-01,P038,2187
2025-12-01,P039,2465
2025-12-01,P040,7240
